YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,WS10M_MAX,WS10M_MIN,,Date
1991,12,18,29.69,15.06,-258.52,0.04,6.7,2.34,,1991-12-18
1991,12,19,30.83,13.67,-255.99,0.12,6.05,2.48,,1991-12-19
1991,12,20,30.82,13.63,-255.96,0,6.49,1.05,,1991-12-20
1991,12,21,30.58,15.55,-258.12,1.52,4.55,1,,1991-12-21
1991,12,22,27,16.8,-262.95,2.22,2.46,0.39,,1991-12-22
1991,12,23,27.24,15.92,-261.82,1.48,6.25,0.95,,1991-12-23
1991,12,24,28.8,15.82,-260.17,0.28,5.73,2.43,,1991-12-24
1991,12,25,27.48,14.96,-260.63,0,7.56,0.66,,1991-12-25
1991,12,26,27.07,13.34,-259.42,0,7.13,2.72,,1991-12-26
1991,12,27,30.57,11.87,-254.45,0,7.53,3.35,,1991-12-27
1991,12,28,30.48,12.69,-255.36,0,7.81,3.61,,1991-12-28
1991,12,29,30.05,13.06,-256.17,0,11.28,4.54,,1991-12-29
1991,12,30,28.19,12.75,-257.7,0,12.1,5.08,,1991-12-30
1991,12,31,29.77,11.5,-254.88,0,8.48,3.39,,1991-12-31
1992,1,1,29.8,11.62,-254.97,0,7.89,3.56,,1992-01-01
1992,1,2,30.22,11.74,-254.67,0,8.17,3.27,,1992-01-02
1992,1,3,30.75,11.79,-254.18,0,6.67,3.29,,1992-01-03
1992,1,4,29.93,12.72,-255.94,0,8.62,3.54,,1992-01-04
1992,1,5,29.63,12.99,-256.51,0,9.55,3.66,,1992-01-05
1992,1,6,29.18,14.01,-257.99,0.07,11.57,5.12,,1992-01-06
1992,1,7,27.54,13.69,-259.3,0.77,9.84,5.56,,1992-01-07
1992,1,8,27.24,14.86,-260.77,0,9.55,4.85,,1992-01-08
1992,1,9,28.87,13.26,-257.55,0,9.77,4.33,,1992-01-09
1992,1,10,29,13.59,-257.74,0.03,9.9,3.68,,1992-01-10
1992,1,11,30.07,13.64,-256.71,0,7.04,2.82,,1992-01-11
1992,1,12,29.77,14.15,-257.52,0,8.2,3.98,,1992-01-12
1992,1,13,29.01,15.74,-259.88,0.01,9.77,5.16,,1992-01-13
1992,1,14,29.14,14.85,-258.86,0.02,9.48,4.62,,1992-01-14
1992,1,15,29.75,15.91,-259.31,0,10.59,5.91,,1992-01-15
1992,1,16,30.6,15.24,-257.79,0,10.61,5.02,,1992-01-16
1992,1,17,31.08,15.62,-257.69,0,10,4.26,,1992-01-17
1992,1,18,31.42,14.81,-256.54,0.01,8.6,3.47,,1992-01-18
1992,1,19,31.51,14.6,-256.24,0,8.05,3.73,,1992-01-19
1992,1,20,31.61,14.76,-256.31,0,8.77,5.14,,1992-01-20
1992,1,21,31,14.77,-256.92,0,9.21,4.19,,1992-01-21
1992,1,22,32.62,15.27,-255.81,0,7.16,3.62,,1992-01-22
1992,1,23,31.81,16.19,-257.52,0,10.57,5.26,,1992-01-23
1992,1,24,30.84,15.72,-258.02,0.06,9.96,4.02,,1992-01-24
1992,1,25,30.58,14.88,-257.45,0,8.36,3.14,,1992-01-25
1992,1,26,30.19,15.39,-258.35,0,8.52,3.66,,1992-01-26
1992,1,27,31.07,16.05,-258.13,0.07,9.16,4.8,,1992-01-27
1992,1,28,30.4,15.94,-258.69,0.58,8.59,4.59,,1992-01-28
1992,1,29,30.22,14.79,-257.72,0.73,8.19,4.22,,1992-01-29
1992,1,30,31.35,15.16,-256.96,0.5,8.27,4.16,,1992-01-30
1992,1,31,28.96,16.33,-260.52,7.68,9.34,5.08,,1992-01-31
1992,2,1,29.58,13.65,-257.22,0,9.48,4.52,,1992-02-01
1992,2,2,29.97,13.58,-256.77,0,8.35,3.7,,1992-02-02
1992,2,3,30.77,13.87,-256.26,0,7.07,3.2,,1992-02-03
1992,2,4,32.34,14.33,-255.14,0.11,5.66,2.56,,1992-02-04
1992,2,5,31.51,16.05,-257.7,0.26,6.5,2.23,,1992-02-05
1992,2,6,31.01,16.66,-258.81,0.05,7.5,3.05,,1992-02-06
1992,2,7,29.35,16.11,-259.91,10.85,8.07,3.22,,1992-02-07
1992,2,8,31.09,14.05,-256.11,0.04,6.54,3,,1992-02-08
1992,2,9,30.83,13.91,-256.23,24.42,6.57,2.48,,1992-02-09
1992,2,10,29.66,14.83,-258.31,3.99,5.05,0.91,,1992-02-10
1992,2,11,28.37,16.05,-260.82,0.76,4.98,0.23,,1992-02-11
1992,2,12,30.45,15.12,-257.82,0.02,6.66,2.22,,1992-02-12
1992,2,13,28.98,14.76,-258.92,0.1,8.73,3.25,,1992-02-13
1992,2,14,30.21,14.97,-257.91,0.22,8.77,3.39,,1992-02-14
1992,2,15,30.7,15.44,-257.89,0.01,9.23,3.82,,1992-02-15
1992,2,16,30.8,15.86,-258.2,0,9.73,4.34,,1992-02-16
1992,2,17,29.37,16.62,-260.39,0.35,9.38,2.11,,1992-02-17
1992,2,18,30.73,13.88,-256.29,0.01,6.55,1.45,,1992-02-18
1992,2,19,31.58,14.37,-255.94,0.01,6.84,3.2,,1992-02-19
1992,2,20,31.3,14.86,-256.7,0.03,9.2,4.7,,1992-02-20
1992,2,21,30.21,14.68,-257.62,4.33,8.41,3.44,,1992-02-21
1992,2,22,30.98,15.06,-257.23,0.01,8.15,3.73,,1992-02-22
1992,2,23,30.72,15.38,-257.82,0,10.02,3.84,,1992-02-23
1992,2,24,31.95,15.01,-256.2,0.01,8.48,2.91,,1992-02-24
1992,2,25,32.3,16.31,-257.16,0.02,6.73,3.35,,1992-02-25
1992,2,26,32.98,14.61,-254.77,0,7.63,3.48,,1992-02-26
1992,2,27,32.12,15.54,-256.56,0.04,7.73,3.34,,1992-02-27
1992,2,28,30.71,16.62,-259.06,2.67,8.67,3.81,,1992-02-28
1992,2,29,28.94,17.18,-261.39,0.43,8.38,4.22,,1992-02-29
1992,3,1,30.68,15.53,-258,0.03,8.02,4.22,,1992-03-01
1992,3,2,31.94,15.08,-256.28,0,7.3,3.41,,1992-03-02
1992,3,3,33.08,14.02,-254.1,0.03,6.28,3.28,,1992-03-03
1992,3,4,33.21,15.26,-255.2,0.16,7.39,3.7,,1992-03-04
1992,3,5,31.84,17.05,-258.35,2.22,8.24,4.9,,1992-03-05
1992,3,6,31.48,16.34,-258.01,0.01,8.24,3.84,,1992-03-06
1992,3,7,31.65,15.56,-257.06,0,9.53,5.11,,1992-03-07
1992,3,8,30.7,14.72,-257.17,0,11.47,6.16,,1992-03-08
1992,3,9,31.09,13.66,-255.72,0,10.77,6.16,,1992-03-09
1992,3,10,31.66,13.88,-255.36,0.01,10.84,6.41,,1992-03-10
1992,3,11,31.34,15.08,-256.88,0.44,9.85,5.79,,1992-03-11
1992,3,12,31.22,15.15,-257.09,0.12,10.25,5.99,,1992-03-12
1992,3,13,31.33,15.19,-256.99,0.01,11.19,6.72,,1992-03-13
1992,3,14,31.61,15.02,-256.56,0.87,10.09,5.8,,1992-03-14
1992,3,15,31.58,15.67,-257.24,3.83,9.18,5.27,,1992-03-15
1992,3,16,31.87,16.5,-257.77,0.06,8.83,4.77,,1992-03-16
1992,3,17,31.37,15.87,-257.65,0.02,8.52,3.4,,1992-03-17
1992,3,18,31.44,17.94,-259.64,0,8.19,5.2,,1992-03-18
1992,3,19,32.26,17.38,-258.27,0,9.01,4.32,,1992-03-19
1992,3,20,32.15,16.15,-257.15,0,10.16,5.06,,1992-03-20
1992,3,21,30.53,16.15,-258.77,0.71,10.36,4.81,,1992-03-21
1992,3,22,31.64,16.5,-258.01,0.08,9.2,4.19,,1992-03-22
1992,3,23,32.44,16.82,-257.52,0.3,8.12,3.66,,1992-03-23
1992,3,24,33.08,17.65,-257.72,0.61,8.62,3.84,,1992-03-24
1992,3,25,31.99,17.61,-258.77,1.33,8.3,4.22,,1992-03-25
1992,3,26,33.09,17.84,-257.9,0.04,8.03,4.76,,1992-03-26
1992,3,27,32.74,16.62,-257.02,0.02,7.78,3.8,,1992-03-27
1992,3,28,32.88,16.88,-257.15,1.05,7.67,3.58,,1992-03-28
1992,3,29,32.86,18.01,-258.3,1.82,8.55,3.57,,1992-03-29
1992,3,30,33.08,17.49,-257.56,3.64,5.62,2.05,,1992-03-30
1992,3,31,30.16,17.88,-260.87,6.36,5.28,0.77,,1992-03-31
1992,4,1,30.06,18.51,-261.6,4.32,4.62,0.66,,1992-04-01
1992,4,2,30.04,17.58,-260.68,2.68,6.12,2.99,,1992-04-02
1992,4,3,27.82,17.13,-262.46,2.58,6.02,2.6,,1992-04-03
1992,4,4,29.76,17.12,-260.5,2.5,5.66,1.79,,1992-04-04
1992,4,5,31,15.96,-258.11,2.21,3.24,1.09,,1992-04-05
1992,4,6,31.23,16.59,-258.51,2.75,3.8,1.12,,1992-04-06
1992,4,7,27.65,17.74,-263.24,7.24,5.59,1.27,,1992-04-07
1992,4,8,24.86,17.47,-265.76,7.62,4.98,1.8,,1992-04-08
1992,4,9,26.37,17.4,-264.19,2.95,6.96,2.12,,1992-04-09
1992,4,10,30.41,16.97,-259.7,1.7,7.34,2.94,,1992-04-10
1992,4,11,29.5,16.4,-260.05,0.47,8.91,4.73,,1992-04-11
1992,4,12,30.27,14.79,-257.67,0.47,11.04,6.23,,1992-04-12
1992,4,13,30.42,14.04,-256.77,0.02,10.59,5.08,,1992-04-13
1992,4,14,29.53,15.14,-258.77,0.08,8.88,4.91,,1992-04-14
1992,4,15,30.86,14.53,-256.81,0.08,8.53,4.04,,1992-04-15
1992,4,16,31.31,15.07,-256.91,0.04,7.59,3.53,,1992-04-16
1992,4,17,31.44,15.71,-257.42,0.52,6.84,2.85,,1992-04-17
1992,4,18,30.43,17.33,-260.04,0.46,6.44,3.44,,1992-04-18
1992,4,19,30.02,17.5,-260.63,0.54,7.91,3.83,,1992-04-19
1992,4,20,29.43,16.32,-260.04,0.46,9.65,5.48,,1992-04-20
1992,4,21,31.23,15.48,-257.41,0.37,9.63,4.78,,1992-04-21
1992,4,22,31.73,15.61,-257.03,0,8.22,4.52,,1992-04-22
1992,4,23,30.89,15.75,-258.01,0.3,7.81,4.23,,1992-04-23
1992,4,24,31.33,15.71,-257.53,1.35,6.98,2.3,,1992-04-24
1992,4,25,31.48,16.1,-257.77,1.05,6.24,2.1,,1992-04-25
1992,4,26,31.92,16.1,-257.33,1.32,5.5,2.35,,1992-04-26
1992,4,27,27.97,17.6,-262.78,4.8,4.84,1.01,,1992-04-27
1992,4,28,25.37,18.12,-265.9,15.21,5.04,1.32,,1992-04-28
1992,4,29,26.05,17.73,-264.83,27.03,4.59,1.41,,1992-04-29
1992,4,30,26.97,17.28,-263.46,4,5.44,1.98,,1992-04-30
1992,5,1,28.56,16.71,-261.3,0.08,6.71,2.8,,1992-05-01
1992,5,2,29.1,16.49,-260.54,0.01,5.88,2.32,,1992-05-02
1992,5,3,28.87,16.89,-261.17,0.73,4.91,1.41,,1992-05-03
1992,5,4,29.87,17.73,-261.01,0.79,5.31,2.36,,1992-05-04
1992,5,5,27.58,18.19,-263.75,0.95,6.42,3.97,,1992-05-05
1992,5,6,28.7,17.12,-261.58,1.78,7.93,4.83,,1992-05-06
1992,5,7,28.17,16.79,-261.77,6.6,7,3.28,,1992-05-07
1992,5,8,28.78,16.74,-261.1,3.16,6.3,3.43,,1992-05-08
1992,5,9,28.33,15.85,-260.66,4.84,5.74,2.07,,1992-05-09
1992,5,10,26.73,16.94,-263.35,4.23,4.93,2.45,,1992-05-10
1992,5,11,27.42,16.54,-262.27,0.39,5.05,1.88,,1992-05-11
1992,5,12,28.97,16.14,-260.32,2.02,5.02,1.83,,1992-05-12
1992,5,13,27.08,16.88,-262.95,3.48,4.69,1.62,,1992-05-13
1992,5,14,26.78,16.75,-263.12,4.84,6.32,2.16,,1992-05-14
1992,5,15,25.37,16.75,-264.52,5.71,5.98,3.05,,1992-05-15
1992,5,16,27.57,15.48,-261.06,1.53,6.09,2.84,,1992-05-16
1992,5,17,27.8,15.7,-261.05,1.97,6.81,3.86,,1992-05-17
1992,5,18,27.68,15.79,-261.26,1.42,6.99,3.84,,1992-05-18
1992,5,19,27.72,15.58,-261.01,0.87,6.42,3.36,,1992-05-19
1992,5,20,28.35,15.65,-260.45,0.4,6.47,2.91,,1992-05-20
1992,5,21,29.25,14.95,-258.85,0.02,4.95,2.41,,1992-05-21
1992,5,22,27.56,16.8,-262.4,0.32,4.73,1.41,,1992-05-22
1992,5,23,29.07,17.56,-261.64,3.86,4.47,1.53,,1992-05-23
1992,5,24,25.68,17.38,-264.85,7.03,5.27,1.38,,1992-05-24
1992,5,25,26.73,16.82,-263.24,0.1,5.48,1.83,,1992-05-25
1992,5,26,28.55,14.7,-259.31,0.16,5.55,2.47,,1992-05-26
1992,5,27,27.61,15.3,-260.84,4.08,5.82,2.66,,1992-05-27
1992,5,28,27.59,15.99,-261.55,0.59,6.05,3.63,,1992-05-28
1992,5,29,25.41,16.98,-264.72,1.76,5.94,3.52,,1992-05-29
1992,5,30,26.44,15.39,-262.1,0.12,6.26,3.71,,1992-05-30
1992,5,31,28.02,15.11,-260.24,0.29,6.05,3.2,,1992-05-31
1992,6,1,28.1,14.56,-259.61,0.36,5.54,2.55,,1992-06-01
1992,6,2,29.26,13.75,-257.65,0.54,4.98,2.08,,1992-06-02
1992,6,3,26.97,13.85,-260.04,0.4,4.73,2.01,,1992-06-03
1992,6,4,27.72,15.23,-260.67,1.18,5.02,2,,1992-06-04
1992,6,5,29.37,16.63,-260.41,1.12,5.43,1.64,,1992-06-05
1992,6,6,25.61,16.83,-264.38,3.31,6.3,2.56,,1992-06-06
1992,6,7,27.68,15.4,-260.88,0.62,6.29,2.89,,1992-06-07
1992,6,8,26.69,14.47,-260.92,0.25,6.34,2.79,,1992-06-08
1992,6,9,25.77,14.68,-262.06,1.82,7.35,2.59,,1992-06-09
1992,6,10,26.74,14.94,-261.35,0.56,5.52,1.59,,1992-06-10
1992,6,11,27.51,15.08,-260.73,0.13,4.44,1.94,,1992-06-11
1992,6,12,26.12,15.33,-262.36,0.57,5.06,1.86,,1992-06-12
1992,6,13,24.63,15.5,-264.02,1.56,4.14,1.47,,1992-06-13
1992,6,14,26.81,16.3,-262.63,1.22,5.69,2.11,,1992-06-14
1992,6,15,27.53,15.5,-261.12,0.19,5.53,2.99,,1992-06-15
1992,6,16,27.6,14.97,-260.52,0.53,5.68,1.72,,1992-06-16
1992,6,17,27.58,15.34,-260.92,0.83,5.49,1.5,,1992-06-17
1992,6,18,27.37,14.75,-260.52,0.28,4.91,1.86,,1992-06-18
1992,6,19,28.57,15.22,-259.8,0.36,4.92,1.12,,1992-06-19
1992,6,20,28.72,15.25,-259.68,0.32,4.64,0.8,,1992-06-20
1992,6,21,26.58,15.88,-262.45,0.23,5.23,2.51,,1992-06-21
1992,6,22,26.03,15.26,-262.38,0.28,5.55,2.4,,1992-06-22
1992,6,23,27.89,14.3,-259.56,0.22,4.82,1.48,,1992-06-23
1992,6,24,26.43,15.71,-262.43,0.19,4.09,1.34,,1992-06-24
1992,6,25,27.83,15.63,-260.95,3.1,5.04,1.78,,1992-06-25
1992,6,26,24.35,15.69,-264.49,1.47,6.01,1.26,,1992-06-26
1992,6,27,26.5,15.4,-262.06,0.08,6.35,3.6,,1992-06-27
1992,6,28,28.37,13.92,-258.7,0.02,6.37,2.7,,1992-06-28
1992,6,29,27.46,14.78,-260.48,0.65,5.48,2.57,,1992-06-29
1992,6,30,27.42,15.41,-261.14,0.36,6,2.51,,1992-06-30
1992,7,1,26.81,15.19,-261.54,0.52,4.47,1.56,,1992-07-01
1992,7,2,28.17,15.12,-260.11,0.67,5.08,1.99,,1992-07-02
1992,7,3,28,14.86,-260.01,0.27,5.27,2.41,,1992-07-03
1992,7,4,25.69,14.25,-261.71,0.28,5.83,2.63,,1992-07-04
1992,7,5,25.58,13.48,-261.05,0.81,6.45,2.55,,1992-07-05
1992,7,6,26.02,14.25,-261.38,0.29,5.81,2.28,,1992-07-06
1992,7,7,27.13,14.32,-260.34,2.07,5.98,2.62,,1992-07-07
1992,7,8,25.21,14.69,-262.63,2.51,6.85,2.9,,1992-07-08
1992,7,9,26.8,14.31,-260.66,0.65,6.66,2.67,,1992-07-09
1992,7,10,27.93,14.08,-259.3,0.16,6.55,2.66,,1992-07-10
1992,7,11,27.24,15.31,-261.22,0.47,5.14,2.39,,1992-07-11
1992,7,12,26.8,14.84,-261.19,1.27,5.41,2.66,,1992-07-12
1992,7,13,27.32,13.86,-259.68,0.06,4.97,2.79,,1992-07-13
1992,7,14,26.98,14.04,-260.2,0.38,5.13,2.13,,1992-07-14
1992,7,15,25.36,12.64,-260.43,0.68,6.63,3.33,,1992-07-15
1992,7,16,24.41,14.03,-262.77,2.08,6.11,3.08,,1992-07-16
1992,7,17,24.85,14.14,-262.44,1.24,6.97,3.07,,1992-07-17
1992,7,18,26.19,12.69,-259.65,1.31,6.55,3.61,,1992-07-18
1992,7,19,28.52,13.28,-257.92,0.13,5.66,2.6,,1992-07-19
1992,7,20,25.85,12.37,-259.67,0.01,5.85,3.21,,1992-07-20
1992,7,21,26.35,14.73,-261.53,0.59,6.34,2.9,,1992-07-21
1992,7,22,28.06,15.28,-260.38,0.32,5.66,3.11,,1992-07-22
1992,7,23,27.78,15.08,-260.45,1.46,5.07,3.08,,1992-07-23
1992,7,24,26.87,14.42,-260.7,0.87,4.05,2.05,,1992-07-24
1992,7,25,28.12,14.39,-259.42,0.51,4.85,2.38,,1992-07-25
1992,7,26,29.07,12.89,-256.97,0.02,6.4,3.16,,1992-07-26
1992,7,27,27.75,13.16,-258.56,0.04,5.95,2.35,,1992-07-27
1992,7,28,23.81,14.21,-263.56,0.54,4.64,1.44,,1992-07-28
1992,7,29,26.72,14.32,-260.75,2.08,3.3,0.7,,1992-07-29
1992,7,30,28.25,14.67,-259.57,0.29,4.26,1.12,,1992-07-30
1992,7,31,27.29,13.91,-259.77,0.2,6.33,3.45,,1992-07-31
1992,8,1,24.93,11.95,-260.17,0.33,6.16,2.59,,1992-08-01
1992,8,2,25.98,13.25,-260.42,0.34,6.03,2.38,,1992-08-02
1992,8,3,26.6,13.28,-259.83,0.83,5.8,2.38,,1992-08-03
1992,8,4,27.2,13.8,-259.75,0.84,5.39,1.83,,1992-08-04
1992,8,5,27.07,13.89,-259.97,1.13,5.83,2.16,,1992-08-05
1992,8,6,26.12,14.41,-261.45,1.98,4.24,2.71,,1992-08-06
1992,8,7,26.72,13.08,-259.51,0.41,4.65,2.41,,1992-08-07
1992,8,8,25.56,13.51,-261.09,0.6,4.62,1.63,,1992-08-08
1992,8,9,24.53,13.49,-262.11,1.09,4.42,1.06,,1992-08-09
1992,8,10,25.95,13.29,-260.48,2.67,5.7,2.83,,1992-08-10
1992,8,11,24.62,13.55,-262.08,2.15,5.93,3.25,,1992-08-11
1992,8,12,25.83,12.4,-259.72,0.02,6.51,2.64,,1992-08-12
1992,8,13,25.71,12.78,-260.21,0.4,6.75,3.33,,1992-08-13
1992,8,14,25.66,12.97,-260.45,0.33,6.42,2.69,,1992-08-14
1992,8,15,26.14,13.66,-260.68,0.41,6.11,2.58,,1992-08-15
1992,8,16,27.18,14.04,-260.01,1.27,7.13,3.34,,1992-08-16
1992,8,17,27,14.22,-260.37,0.95,6.05,2.43,,1992-08-17
1992,8,18,26.25,13.86,-260.76,1.01,5.23,2.04,,1992-08-18
1992,8,19,23.11,13.94,-263.99,0.71,5.37,2.45,,1992-08-19
1992,8,20,25.3,12.9,-260.75,0.14,6.68,3.05,,1992-08-20
1992,8,21,26.46,12.84,-259.53,0,6.02,3.06,,1992-08-21
1992,8,22,26.13,13.74,-260.76,0.35,5.45,3.23,,1992-08-22
1992,8,23,28.26,14.26,-259.14,0.39,5.36,3.04,,1992-08-23
1992,8,24,27.54,14.98,-260.6,0.96,6.92,3.45,,1992-08-24
1992,8,25,29.35,14,-257.8,0.2,5.59,3.02,,1992-08-25
1992,8,26,27.07,14.17,-260.25,0.38,5.43,3.04,,1992-08-26
1992,8,27,28.72,14.33,-258.77,0.36,7.21,4.08,,1992-08-27
1992,8,28,28.77,14.27,-258.65,0.11,7.12,3.86,,1992-08-28
1992,8,29,27.26,13.51,-259.41,0.04,6.01,3.4,,1992-08-29
1992,8,30,27.69,14.22,-259.68,0.17,5.64,2.77,,1992-08-30
1992,8,31,27.83,13.08,-258.4,0.33,5.12,2.41,,1992-08-31
1992,9,1,24.93,14.01,-262.24,0.26,5.86,2.77,,1992-09-01
1992,9,2,27.51,12.98,-258.61,0.13,5.05,3.38,,1992-09-02
1992,9,3,26.35,14.57,-261.38,1.81,5.07,2.2,,1992-09-03
1992,9,4,28.51,14.39,-259.03,0.33,5.54,3.28,,1992-09-04
1992,9,5,27.17,14.14,-260.12,0.12,6.52,4.23,,1992-09-05
1992,9,6,27.34,14.48,-260.28,1.34,5.88,3.07,,1992-09-06
1992,9,7,27.8,13.88,-259.23,0.74,6.38,3.2,,1992-09-07
1992,9,8,26.62,14.34,-260.86,0.82,6.44,2.7,,1992-09-08
1992,9,9,27.44,14.93,-260.64,0.3,6.17,2.89,,1992-09-09
1992,9,10,26.86,15.12,-261.42,0.87,5.31,1.81,,1992-09-10
1992,9,11,28.16,15.48,-260.46,0.75,6.04,2.71,,1992-09-11
1992,9,12,27.81,14.77,-260.11,0.32,6.31,2.9,,1992-09-12
1992,9,13,27.87,14.8,-260.09,0.07,5.26,1.71,,1992-09-13
1992,9,14,28.14,15.01,-260.03,0.09,6,3.86,,1992-09-14
1992,9,15,26.94,14.99,-261.2,0,7.51,4.93,,1992-09-15
1992,9,16,28.18,14.4,-259.37,0.02,7.74,4.48,,1992-09-16
1992,9,17,29.22,14.69,-258.63,0,7.17,3.79,,1992-09-17
1992,9,18,29.5,14.4,-258.05,0.92,6.81,4.28,,1992-09-18
1992,9,19,29.52,13.87,-257.49,0.37,6.56,3.25,,1992-09-19
1992,9,20,30.3,14.07,-256.92,0.72,5.8,3.48,,1992-09-20
1992,9,21,29.4,15.76,-259.5,3,5.48,3.81,,1992-09-21
1992,9,22,25.65,15.53,-263.04,12.05,6.34,3.63,,1992-09-22
1992,9,23,25.53,15.06,-262.68,1.69,6.48,2.68,,1992-09-23
1992,9,24,24.28,14.32,-263.19,0.41,6.02,2.03,,1992-09-24
1992,9,25,25.92,14.58,-261.81,0.28,5.8,1.98,,1992-09-25
1992,9,26,26.15,15.19,-262.2,0.18,5.27,1.41,,1992-09-26
1992,9,27,27.53,14.01,-259.63,0.73,4.2,0.63,,1992-09-27
1992,9,28,25.12,14.66,-262.69,0.53,5.27,2.07,,1992-09-28
1992,9,29,24.12,14.16,-263.2,0.13,6.3,2.32,,1992-09-29
1992,9,30,25.94,14.9,-262.1,0.27,6.01,2.18,,1992-09-30
1992,10,1,24.3,14.45,-263.3,0.45,5.77,2.16,,1992-10-01
1992,10,2,25.88,14.7,-261.97,0.36,5.87,2.49,,1992-10-02
1992,10,3,27.19,14.32,-260.28,0.63,5.82,2.3,,1992-10-03
1992,10,4,26.76,15.01,-261.4,0.44,5.45,2.34,,1992-10-04
1992,10,5,24.57,14.42,-263,0.31,6.34,2.53,,1992-10-05
1992,10,6,27.34,14.52,-260.33,0.28,5.45,2.45,,1992-10-06
1992,10,7,28.96,15.05,-259.25,0.06,6.41,2.8,,1992-10-07
1992,10,8,30.09,13.43,-256.49,0.03,6.62,2.4,,1992-10-08
1992,10,9,29.12,13.97,-257.99,0.09,6.52,2.53,,1992-10-09
1992,10,10,27.87,14.2,-259.48,0.86,6.03,1.72,,1992-10-10
1992,10,11,28.04,14.34,-259.45,1.58,4.87,1.14,,1992-10-11
1992,10,12,26.98,15.6,-261.77,3.52,4.82,1.53,,1992-10-12
1992,10,13,28.69,16.29,-260.76,0.99,4.73,2.06,,1992-10-13
1992,10,14,28.58,15.91,-260.48,0.33,5.06,0.62,,1992-10-14
1992,10,15,26.04,16.35,-263.46,0.45,6.17,1.45,,1992-10-15
1992,10,16,27.83,15.78,-261.1,0.24,5.93,1.7,,1992-10-16
1992,10,17,24.97,16.23,-264.41,0.78,4.84,1.51,,1992-10-17
1992,10,18,27.32,15.33,-261.16,1.3,4.62,1.88,,1992-10-18
1992,10,19,27.92,15.17,-260.4,3.39,5.2,2.14,,1992-10-19
1992,10,20,28.37,16.11,-260.89,7.89,6.44,2.52,,1992-10-20
1992,10,21,24.94,16.53,-264.74,5.99,6.66,3.42,,1992-10-21
1992,10,22,24.71,15.59,-264.03,2.76,6.03,2.73,,1992-10-22
1992,10,23,26.76,15.27,-261.65,4.38,5.96,2.6,,1992-10-23
1992,10,24,27.34,15.46,-261.27,5.15,6.75,3.79,,1992-10-24
1992,10,25,27.49,15.45,-261.11,3.54,8.2,4.59,,1992-10-25
1992,10,26,27.19,15.41,-261.38,4.2,8.51,3.41,,1992-10-26
1992,10,27,28.4,14.12,-258.85,0.49,8.11,4.34,,1992-10-27
1992,10,28,27.9,14.19,-259.44,2.13,8.74,4.98,,1992-10-28
1992,10,29,28.15,13.59,-258.6,0.1,9.98,5.14,,1992-10-29
1992,10,30,28.16,13.25,-258.24,0.09,9.73,4.74,,1992-10-30
1992,10,31,27.77,13.23,-258.61,0.35,7.3,4.17,,1992-10-31
1992,11,1,28.83,14.78,-259.1,0.17,8.37,3.36,,1992-11-01
1992,11,2,28.08,12.98,-258.05,0.09,8.41,3.28,,1992-11-02
1992,11,3,28.23,13.65,-258.57,0.04,8.16,3.84,,1992-11-03
1992,11,4,27.99,14.98,-260.13,0.01,8.34,4.34,,1992-11-04
1992,11,5,27.74,14.02,-259.42,0.04,8.66,4.44,,1992-11-05
1992,11,6,27.9,15.33,-260.58,0.01,8.07,4.84,,1992-11-06
1992,11,7,27.01,15.5,-261.65,5.11,7.98,3.7,,1992-11-07
1992,11,8,25.21,15.62,-263.57,4.81,7.87,3.41,,1992-11-08
1992,11,9,27.92,15.2,-260.43,4.7,7.44,3.66,,1992-11-09
1992,11,10,27.14,15.83,-261.85,7.16,7.74,3.91,,1992-11-10
1992,11,11,26.64,15.81,-262.32,13.59,7.34,2.39,,1992-11-11
1992,11,12,24.7,16.23,-264.68,9.77,5.24,2.29,,1992-11-12
1992,11,13,27.66,15.12,-260.61,2,8.31,3.59,,1992-11-13
1992,11,14,27.55,13.64,-259.24,5.42,8.61,3.55,,1992-11-14
1992,11,15,27.01,15.41,-261.55,3.21,6.65,2.29,,1992-11-15
1992,11,16,27.5,15.87,-261.52,0.57,5.91,2.48,,1992-11-16
1992,11,17,28.02,15.3,-260.42,2.07,7.67,2.53,,1992-11-17
1992,11,18,28.18,11.87,-256.84,0,8.81,3.37,,1992-11-18
1992,11,19,28.14,11.69,-256.7,0,9.52,3.45,,1992-11-19
1992,11,20,27.96,11.02,-256.21,0,9.25,3.45,,1992-11-20
1992,11,21,27.98,11.76,-256.93,0,9.27,3.48,,1992-11-21
1992,11,22,27.74,11.73,-257.14,0,8.68,3.67,,1992-11-22
1992,11,23,27.69,12.12,-257.58,0,8.89,4.28,,1992-11-23
1992,11,24,27.6,12.01,-257.56,0,9.88,4.66,,1992-11-24
1992,11,25,27.42,12.08,-257.8,0,10.15,3.76,,1992-11-25
1992,11,26,28.37,13.44,-258.23,0.03,7.07,3.3,,1992-11-26
1992,11,27,27.03,14.23,-260.35,0.64,7.2,3.01,,1992-11-27
1992,11,28,27.55,14.96,-260.56,1.28,7.7,3.85,,1992-11-28
1992,11,29,26.65,15.84,-262.34,2.48,8.64,4.73,,1992-11-29
1992,11,30,26.6,15.54,-262.1,1.73,9.38,5.14,,1992-11-30
1992,12,1,27.19,14.34,-260.31,0.33,9.55,4.48,,1992-12-01
1992,12,2,27.27,14.17,-260.06,1.83,7.46,2.98,,1992-12-02
